y,x1,x2,x3,z
-0.21250433548377456,-0.22114290187069854,-0.8923668569184006,0.6269307663924412,1
0.36962077811096805,-1.9393322247230802,-0.7746274662225696,0.9473754832249339,1
0.9395332448151923,-0.20661490107606878,-0.19158748896396194,0.16882387488243555,1
1.1302963645894477,1.3229571746790842,0.6272789186909856,-0.1609277930955662,1
-0.030042236110586762,0.47683501232505315,0.05868194456834258,-0.9252880906540496,1
0.19144780189060917,0.4049513903049628,1.2626020614631395,0.24355937457356786,0
-1.6739384568476474,-0.8411260887026707,-0.6757801641552781,-0.5055634109660181,1
-0.10657450430860527,0.8587508495291518,0.9969662201026276,-0.5368592329022374,1
-0.3566082411034271,0.4997668454878776,0.023655035909941332,0.5418635918945757,0
-1.348679108606694,0.0016268285515854003,-0.38371119099251966,-0.5504101872248981,0
-0.920426033836717,-2.159930037553867,-1.701766212280282,-1.0092056278706831,0
1.9706295799185014,1.3711023410692467,0.3613188245741674,0.0213768061923354,1
-0.5989458411758043,-0.5134509166412041,0.22398750114170343,0.7297780790159797,1
0.133529834190457,-0.09476912357500106,-0.580581070054828,-0.986532717326157,1
-0.6097578320342187,0.6825887304047424,0.5782217699054496,0.23055078701216966,0
-0.4297820284561362,0.16498263172360095,-0.03500730688701904,-0.8192622748397435,0
-1.1185451556061987,-0.4263896303203672,-0.6849858819542342,-0.47401461373021314,0
0.43032863398321053,-1.096140194812681,-0.8102175667227,0.7517015691869161,1
-0.14121785011681198,0.09193913679763194,0.33803384768770506,0.7928921418988257,1
0.30313255589366417,-1.0819327500740932,-1.9479872388773751,-0.24775930563771026,1
1.0631510342072348,1.4021453073523615,1.256574540503863,1.3062792675628325,1
-0.7593087701370171,0.062450580408242244,-0.6471407586591734,-0.9214900353345348,1
-0.7899323710219937,0.5463300141597349,-0.22106694325878068,0.5789698502644153,1
0.35452923159378835,-0.7110898742470244,0.3025530251702238,1.1194288801073935,0
1.4842095018262413,0.9853049861634591,0.85791553512377,0.18012471606946268,0
-0.16982552920210525,-0.6366817188826525,-0.778483929434394,-0.0929854562193276,0
1.8385303079385429,-0.4144783807575378,-0.8230305734043338,-0.14524336113659747,0
1.8427153716298532,0.28573279474052077,0.6271695469676681,0.6952860832348927,0
0.45605751627875135,0.9428834511206715,1.3627296677169827,0.3595067267223533,0
-0.06852908445737388,0.32715957785750666,-0.0722300476128431,-0.38490254861851825,1
0.04747926622714027,-0.7812189296792547,-0.40260940948259666,-0.33534475754828763,0
-0.563581480191844,-1.0641653911131916,0.23017135265712632,1.3731795588533036,1
2.237243168458739,1.01285209259799,0.6552831539555789,1.6025714398009079,1
1.178286851801671,1.2394539073028519,0.07738879044645725,0.8581676031664722,1
0.7430626039292159,0.0960376286288627,0.9310906676279584,-0.35767397903181614,1
0.8022258785662697,-0.2504009031707979,0.052839498562999354,0.8727031608889644,0
1.4149487700750747,-1.0135338907833535,-1.4020942099840308,0.8340365846811553,1
0.011499574428979725,-1.0186900090701547,0.2747034556538735,0.3187009413317944,0
